Date,Open,High,Low,Close,Adj Close,Volume
2021-02-18,1.204587,1.208900,1.203630,1.204800,1.204800,0
2021-02-19,1.209175,1.214772,1.208300,1.209190,1.209190,0
2021-02-22,1.212445,1.215510,1.209219,1.212636,1.212636,0
2021-02-23,1.216693,1.217878,1.213681,1.216680,1.216680,0
2021-02-24,1.215200,1.217404,1.211130,1.215214,1.215214,0
2021-02-25,1.216951,1.224155,1.215658,1.217137,1.217137,0
2021-02-26,1.216012,1.218249,1.209175,1.216042,1.216042,0
2021-03-01,1.209090,1.210156,1.202993,1.208956,1.208956,0
2021-03-02,1.204906,1.208036,1.199400,1.205110,1.205110,0
2021-03-03,1.208503,1.211050,1.204471,1.208547,1.208547,0
2021-03-04,1.204834,1.206401,1.202501,1.205066,1.205066,0
2021-03-05,1.196859,1.196859,1.189796,1.196774,1.196774,0
2021-03-08,1.192464,1.193218,1.184834,1.192563,1.192563,0
2021-03-09,1.185199,1.191600,1.183614,1.185171,1.185171,0
2021-03-10,1.189669,1.192506,1.187000,1.189791,1.189791,0
2021-03-11,1.192748,1.197777,1.191710,1.192606,1.192606,0
2021-03-12,1.198164,1.199041,1.191058,1.198610,1.198610,0
2021-03-15,1.195114,1.196544,1.191185,1.195000,1.195000,0
2021-03-16,1.192734,1.195300,1.188439,1.192577,1.192577,0
2021-03-17,1.190210,1.191800,1.188764,1.190165,1.190165,0
2021-03-18,1.198064,1.199100,1.191015,1.198279,1.198279,0
2021-03-19,1.191767,1.193745,1.187493,1.191824,1.191824,0
2021-03-22,1.188453,1.193745,1.187606,1.188312,1.188312,0
2021-03-23,1.193332,1.194315,1.186437,1.193303,1.193303,0
2021-03-24,1.184119,1.185115,1.181335,1.184021,1.184021,0
2021-03-25,1.181377,1.183012,1.177523,1.181307,1.181307,0
2021-03-26,1.177607,1.180401,1.177260,1.177662,1.177662,0
2021-03-29,1.178760,1.179357,1.176180,1.178800,1.178800,0
2021-03-30,1.176914,1.177579,1.171317,1.177101,1.177101,0
2021-03-31,1.172333,1.175862,1.170453,1.172360,1.172360,0
2021-04-01,1.172897,1.177579,1.171481,1.172883,1.172883,0
2021-04-02,1.177773,1.178700,1.175143,1.177995,1.177995,0
2021-04-05,1.176637,1.181614,1.173943,1.176817,1.176817,0
2021-04-06,1.181907,1.185536,1.179649,1.181893,1.181893,0
2021-04-07,1.187550,1.191469,1.186535,1.187423,1.187423,0
2021-04-08,1.187197,1.191483,1.186183,1.187366,1.187366,0
2021-04-09,1.191568,1.192321,1.186859,1.191568,1.191568,0
2021-04-12,1.189641,1.192037,1.187338,1.190051,1.190051,0
2021-04-13,1.191214,1.195314,1.188430,1.191469,1.191469,0
2021-04-14,1.195743,1.198193,1.195186,1.195414,1.195414,0
2021-04-15,1.198236,1.199314,1.195786,1.198610,1.198610,0
2021-04-16,1.197074,1.199472,1.195090,1.197175,1.197175,0
2021-04-19,1.196831,1.204819,1.194344,1.196945,1.196945,0
2021-04-20,1.204384,1.208167,1.202877,1.204529,1.204529,0
2021-04-21,1.203254,1.204529,1.200000,1.203239,1.203239,0
2021-04-22,1.203818,1.207001,1.200394,1.203775,1.203775,0
2021-04-23,1.201793,1.207799,1.201389,1.201475,1.201475,0
2021-04-26,1.208956,1.211827,1.206374,1.208985,1.208985,0
2021-04-27,1.207921,1.209190,1.205793,1.208167,1.208167,0
2021-04-28,1.208854,1.210214,1.205764,1.209031,1.209031,0
2021-04-29,1.213578,1.215214,1.210419,1.213592,1.213592,0
2021-04-30,1.212489,1.212856,1.202472,1.212709,1.212709,0
2021-05-03,1.202646,1.207799,1.201490,1.202776,1.202776,0
2021-05-04,1.205982,1.206300,1.200005,1.206127,1.206127,0
2021-05-05,1.201634,1.202935,1.198725,1.201504,1.201504,0
2021-05-06,1.200913,1.207001,1.199400,1.200797,1.200797,0
2021-05-07,1.206593,1.216545,1.205342,1.206855,1.206855,0
2021-05-10,1.216752,1.217730,1.213740,1.217108,1.217108,0
2021-05-11,1.214211,1.217968,1.212547,1.214093,1.214093,0
2021-05-12,1.214550,1.215067,1.206811,1.214450,1.214450,0
2021-05-13,1.207686,1.210654,1.205313,1.207851,1.207851,0
2021-05-14,1.208021,1.214772,1.207146,1.207729,1.207729,0
2021-05-17,1.214757,1.217000,1.212753,1.215037,1.215037,0
2021-05-18,1.215525,1.223242,1.215407,1.215687,1.215687,0
2021-05-19,1.222643,1.224800,1.219185,1.222400,1.222400,0
2021-05-20,1.217285,1.222901,1.217093,1.217285,1.217285,0
2021-05-21,1.222793,1.224200,1.217374,1.222539,1.222539,0
2021-05-24,1.218116,1.222942,1.217582,1.218324,1.218324,0
2021-05-25,1.221449,1.226700,1.221240,1.221464,1.221464,0
2021-05-26,1.224890,1.226500,1.220003,1.224909,1.224909,0
2021-05-27,1.219036,1.221699,1.217567,1.219260,1.219260,0
2021-05-28,1.219274,1.220107,1.213342,1.219319,1.219319,0
2021-05-31,1.219007,1.223391,1.218413,1.219007,1.219007,0
2021-06-01,1.223092,1.225791,1.221747,1.225340,1.225340,0
