Date,Open,High,Low,Close,Adj Close,Volume
2021-02-04,55.959999,56.580002,55.299999,56.230000,56.230000,381404
2021-02-05,56.459999,57.290001,56.430000,56.849998,56.849998,400833
2021-02-08,57.060001,58.139999,57.000000,57.970001,57.970001,399724
2021-02-09,58.110001,58.619999,57.270000,58.360001,58.360001,514698
2021-02-10,58.450001,58.910000,58.080002,58.680000,58.680000,457535
2021-02-11,58.400002,58.709999,57.840000,58.240002,58.240002,380445
2021-02-12,57.939999,59.820000,57.410000,59.470001,59.470001,480822
2021-02-16,59.980000,60.950001,59.330002,60.049999,60.049999,602332
2021-02-17,60.240002,61.730000,59.430000,61.139999,61.139999,335419
2021-02-18,61.680000,62.259998,59.790001,60.520000,60.520000,132035
2021-02-19,60.200001,60.290001,58.590000,59.240002,59.240002,102427
2021-02-22,58.880001,61.840000,58.820000,61.490002,61.490002,505773
2021-02-23,62.160000,63.000000,60.669998,61.669998,61.669998,570677
2021-02-24,61.290001,63.509998,60.970001,63.220001,63.220001,489933
2021-02-25,63.389999,63.810001,62.650002,63.529999,63.529999,510357
2021-02-26,63.459999,63.570000,61.340000,61.500000,61.500000,472723
2021-03-01,61.950001,62.919998,59.959999,60.639999,60.639999,456679
2021-03-02,60.230000,61.209999,59.380001,59.750000,59.750000,464133
2021-03-03,59.549999,61.990002,59.240002,61.279999,61.279999,465311
2021-03-04,61.080002,64.860001,60.520000,63.830002,63.830002,694628
2021-03-05,64.160004,66.419998,63.820000,66.089996,66.089996,573168
2021-03-08,66.680000,67.980003,64.570000,65.050003,65.050003,533376
2021-03-09,64.730003,65.980003,63.630001,64.010002,64.010002,554564
2021-03-10,63.840000,64.959999,63.130001,64.440002,64.440002,498488
2021-03-11,64.699997,66.209999,64.540001,66.019997,66.019997,441063
2021-03-12,65.959999,66.239998,65.410004,65.610001,65.610001,321714
2021-03-15,65.559998,66.400002,64.129997,65.389999,65.389999,378009
2021-03-16,65.330002,65.430000,63.799999,64.800003,64.800003,317537
2021-03-17,64.750000,65.339996,63.599998,64.599998,64.599998,254724
2021-03-18,64.419998,64.820000,58.200001,60.000000,60.000000,143597
2021-03-19,59.560001,61.720001,58.939999,61.419998,61.419998,84171
2021-03-22,61.549999,61.900002,60.389999,61.549999,61.549999,404370
2021-03-23,61.279999,61.349998,57.250000,57.759998,57.759998,712317
2021-03-24,57.400002,61.340000,57.290001,61.180000,61.180000,566291
2021-03-25,60.799999,60.860001,57.439999,58.560001,58.560001,580105
2021-03-26,58.480000,61.360001,58.320000,60.970001,60.970001,471996
2021-03-29,60.930000,61.770000,59.410000,61.560001,61.560001,449360
2021-03-30,61.959999,62.270000,59.939999,60.549999,60.549999,388188
2021-03-31,60.450001,61.169998,58.849998,59.160000,59.160000,414162
2021-04-01,59.490002,61.750000,58.860001,61.450001,61.450001,605567
2021-04-05,61.500000,61.500000,57.630001,58.650002,58.650002,438864
2021-04-06,58.799999,60.900002,58.619999,59.330002,59.330002,457348
2021-04-07,59.259998,60.040001,58.119999,59.770000,59.770000,475537
2021-04-08,59.520000,59.930000,58.820000,59.599998,59.599998,419913
2021-04-09,59.759998,59.950001,59.099998,59.320000,59.320000,351436
2021-04-12,59.349998,60.770000,58.730000,59.700001,59.700001,410218
2021-04-13,59.639999,60.590000,59.639999,60.180000,60.180000,349733
2021-04-14,60.439999,63.439999,60.380001,63.150002,63.150002,419813
2021-04-15,62.830002,63.570000,62.529999,63.459999,63.459999,243370
2021-04-16,63.320000,63.880001,62.830002,63.130001,63.130001,87795
2021-04-19,62.980000,63.630001,62.630001,63.380001,63.380001,74384
2021-04-20,63.470001,64.250000,61.500000,62.439999,62.439999,476046
2021-04-21,62.389999,62.560001,60.860001,61.349998,61.349998,431486
2021-04-22,61.110001,61.869999,60.610001,61.430000,61.430000,344700
2021-04-23,61.650002,62.430000,61.250000,62.139999,62.139999,345407
2021-04-26,62.060001,62.310001,60.660000,61.910000,61.910000,366865
2021-04-27,61.970001,63.299999,61.910000,62.939999,62.939999,361536
2021-04-28,63.040001,64.529999,62.669998,63.860001,63.860001,387683
2021-04-29,63.700001,65.470001,63.650002,65.010002,65.010002,384489
2021-04-30,64.879997,64.949997,63.080002,63.580002,63.580002,400515
2021-05-03,63.639999,64.680000,62.910000,64.489998,64.489998,285969
2021-05-04,64.529999,66.190002,64.290001,65.690002,65.690002,370208
2021-05-05,66.449997,66.760002,64.919998,65.629997,65.629997,460066
2021-05-06,65.269997,65.980003,64.500000,64.709999,64.709999,389214
2021-05-07,64.900002,65.239998,63.900002,64.900002,64.900002,431417
2021-05-10,65.570000,65.750000,63.950001,64.919998,64.919998,448337
2021-05-11,64.900002,65.500000,63.680000,65.279999,65.279999,514949
2021-05-12,65.459999,66.629997,64.970001,66.080002,66.080002,508519
2021-05-13,65.750000,65.809998,63.090000,63.820000,63.820000,547691
2021-05-14,63.830002,65.620003,63.330002,65.370003,65.370003,383749
2021-05-17,65.500000,66.430000,64.830002,66.269997,66.269997,268476
2021-05-18,66.330002,67.010002,64.110001,65.489998,65.489998,167348
2021-05-19,65.279999,65.349998,61.950001,63.360001,63.360001,101902
2021-05-20,63.389999,63.959999,61.889999,62.049999,62.049999,524168
2021-05-21,61.889999,64.070000,61.560001,63.580002,63.580002,530831
2021-05-24,63.869999,66.139999,63.630001,66.050003,66.050003,466647
2021-05-25,66.019997,66.510002,65.410004,66.070000,66.070000,497394
2021-05-26,66.040001,66.430000,65.250000,66.209999,66.209999,376207
2021-05-27,66.160004,66.919998,65.470001,66.849998,66.849998,337542
2021-05-28,66.949997,67.519997,66.169998,66.320000,66.320000,337542
2021-06-01,67.059998,68.870003,66.410004,68.720001,68.720001,369401
